Stock,MarketCap
GUJAPOLLO.NS,5717759451.0
GUJGASLTD.NS,217841063459.44977
GUJRAFFIA.NS,
GUJTHEM.NS,30918136859.416626
GULFOILLUB.NS,44324216396.5
GULFPETRO.NS,1676102605.6783447
GULPOLY.NS,10739278569.257446
GVKPIL.NS,4232283977.423668
GVPIL.NS,31906000405.303223
GVPTECH.NS,1162395416.3481312
GVT&D.NS,1048843371311.4111
HAL.NS,2736961687500.0
HALDER.NS,3171724425.0
HALEOSLABS.NS,3886435438.5
HAPPSTMNDS.NS,56546991521.86203
HAPPYFORGE.NS,122712207273.12195
HARDWYN.NS,10250629529.704071
HARIOMPIPE.NS,9178308152.789276
HARRMALAYA.NS,3516641109.681839
HARSHA.NS,33113852213.760742
HATHWAY.NS,20249994737.234592
HATSUN.NS,205819399632.0
HAVELLS.NS,801430446467.6118
HAVISHA.NS,481688482.6834345
HBLENGINE.NS,205179702412.92737
HBSL.NS,406342806.7635155
HCC.NS,45631133839.88956
HCG.NS,82534255995.86334
HCL-INSYS.NS,4016361058.8081894
HCLTECH.NS,3856907558922.0
HDBFS.NS,508640764556.0
HDFCAMC.NS,1107457349739.0552
HDFCBANK.NS,12157597161921.584
HDFCLIFE.NS,1332012378333.8809
HEADSUP.NS,154578263.0
HECPROJECT.NS,1377638524.215088
HEG.NS,108617398049.13452
HEIDELBERG.NS,34731529746.77078
HEMIPROP.NS,35512286738.93164
HERANBA.NS,7943873554.665436
HERITGFOOD.NS,31179456000.0
HEROMOTOCO.NS,1057174342063.0
HESTERBIO.NS,12522955758.812866
HEXATRADEX.NS,9259382935.416504
HEXT.NS,291602518468.9444
HFCL.NS,132789657493.2355
HGINFRA.NS,36918652366.0
HGM.NS,681723530.250061
HGS.NS,18677435139.398956
HIKAL.NS,22866968370.864716
HILINFRA.NS,3645188106.1272125
HILTON.NS,1227477260.9829311
HILTON-RE2.NS,
HIMATSEIDE.NS,11304231972.967506
HINDALCO.NS,2184562023483.1492
HINDCOMPOS.NS,6053074740.142822
HINDCON.NS,1183527316.080883
HINDCOPPER.NS,510930840538.04504
HINDOILEXP.NS,20421008445.235306
HINDPETRO.NS,739631119896.398
HINDUNILVR.NS,5022980787150.0
HINDWAREAP.NS,17645026156.93164
HINDZINC.NS,2368080085128.601
HIRECT.NS,29863738604.826538
HISARMETAL.NS,804491976.9287109
HITECH.NS,17363756592.08748
HITECHCORP.NS,2460247362.348938
HITECHGEAR.NS,11758466875.0
HLEGLAS.NS,21135876640.0
HLVLTD.NS,5293856812.928615
HMAAGRO.NS,11447597247.845612
HMT.NS,74653681680.0
HMVL.NS,4996802541.079773
HNDFDS.NS,60576548383.0
HOMEFIRST.NS,112714287480.0
HONASA.NS,113723919286.80661
HONAUT.NS,254803939200.0
HONDAPOWER.NS,22161594837.365723
HPAL.NS,3325642726.1115646
HPIL.NS,1405051387.485466
HPL.NS,21029473161.381958
HSCL.NS,236380041589.75
HTMEDIA.NS,5301064981.947197
HUBTOWN.NS,28542338051.751358
HUDCO.NS,369250448890.68604
HUHTAMAKI.NS,13303944170.009583
HYBRIDFIN.NS,611685814.712286
HYUNDAI.NS,1433891239495.1416
IBULLSLTD.NS,32238074296.36366
ICDSLTD.NS,599097954.8648834
ICEMAKE.NS,12558302510.35254
ICICIAMC.NS,1661944273500.0
ICICIBANK.NS,9432730242086.107
ICICIGI.NS,885297984008.612
ICICIPRULI.NS,793493043663.25
ICIL.NS,48644126568.282776
ICRA.NS,51486795000.0
IDBI.NS,790378295626.5
IDEA.NS,997839356501.3788
IDEAFORGE.NS,18803390716.0
IDFCFIRSTB.NS,557562142695.1497
IEX.NS,116107043691.25671
IFBAGRO.NS,8059462533.089233
IFBIND.NS,43488706951.94238
IFCI.NS,152135169571.6103
IFGLEXPOR.NS,12469601952.0
IGARASHI.NS,10247478234.0
IGCL.NS,3983111811.0
IGIL.NS,145940334614.5869
IGL.NS,227416442746.01962
IGPL.NS,13095026474.086609
IIFL.NS,191862846304.3706
IIFLCAPS.NS,87778160934.3052
IITL.NS,3261502969.8806763
IKIO.NS,10759566858.019684
IKS.NS,255589714024.89355
IL&FSENGG.NS,3546825059.8625565
IL&FSTRANS.NS,756608046.4139636
IMAGICAA.NS,26844466268.58756
IMFA.NS,76432570169.57556
IMPAL.NS,12577343847.65625
IMPEXFERRO.NS,128663797.75263977
INCREDIBLE.NS,1636731250.0
INDBANK.NS,1468918352.2842407
INDGN.NS,117226687226.84143
INDHOTEL.NS,905872304014.5634
INDIACEM.NS,177222239743.75
INDIAGLYCO.NS,63207401478.637695
INDIAMART.NS,127080553320.0
INDIANB.NS,1278336149725.6187
INDIANCARD.NS,1179030457.0748596
INDIANHUME.NS,16676413650.411987
INDIASHLTR.NS,84276297050.25
INDIGO.NS,1714199465633.0
INDIGOPNTS.NS,39206079481.74341
INDIQUBE.NS,32414437097.569122
INDNIPPON.NS,17418496480.0
INDOAMIN.NS,7740835321.397209
INDOBORAX.NS,8222830617.562866
INDOCO.NS,18922169530.0
INDOFARM.NS,6904534521.313477
INDORAMA.NS,9334795148.25
INDOSTAR.NS,36253807425.24573
INDOTECH.NS,14260536518.554688
INDOTHAI.NS,36971651709.277954
INDOUS.NS,2125512000.0
INDOWIND.NS,1420039090.266037
INDRAMEDCO.NS,39199375359.52759
INDSWFTLAB.NS,12291715049.904144
INDTERRAIN.NS,1646723877.5
INDUSINDBK.NS,634659803522.0552
INDUSTOWER.NS,1146634262214.986
INFOBEAN.NS,17535115315.793457
INFOMEDIA.NS,303242034.0
INFY.NS,5167153365111.596
INGERRAND.NS,125350733456.0
INNOVACAP.NS,39805659215.30701
INNOVANA.NS,7691717747.802734
INOXGREEN.NS,64353113821.69412
INOXINDIA.NS,127150589365.90576
INOXWIND.NS,154298052367.05716
INSECTICID.NS,19291865931.0
INSPIRISYS.NS,3367100184.0
INTELLECT.NS,91225021333.06079
INTENTECH.NS,2381531599.4329834
INTERARCH.NS,31626682383.161865
INTLCONV.NS,4847993946.250916
INVENTURE.NS,976500007.5101852
IOB.NS,661463830075.0259
IOC.NS,1975137543678.8506
IOLCP.NS,24602640997.638855
IONEXCHANG.NS,48060943633.65704
IPCALAB.NS,372720169405.66406
IPL.NS,17181342567.369278
IRB.NS,258831543685.9131
IRCON.NS,127157725177.77374
IRCTC.NS,430800000000.0
IREDA.NS,344355573975.2961
IRFC.NS,1292725670331.721
IRIS.NS,4849581252.552277
IRISDOREME.NS,5461709152.0
IRMENERGY.NS,8355233898.277542
ISFT.NS,1125016520.5417175
ISGEC.NS,74685613080.0
ISHANCH.NS,1572187229.255844
ITC.NS,3762599157121.9897
ITCHOTELS.NS,319528553087.1216
ITDC.NS,56307611100.0
ITI.NS,279774101196.8653
IVALUE.NS,13305229215.718689
IVC.NS,2285128290.25
IVP.NS,1439283210.7320557
IXIGO.NS,73864600524.31201
IZMO.NS,10596496505.848633
J&KBANK.NS,134234144041.8711
JAGRAN.NS,14585013231.679688
JAGSNPHARM.NS,13202101226.026154
JAIBALAJI.NS,57782005715.39852
JAICORPLTD.NS,18628182396.55591
JAINREC.NS,145091334708.77332
JAIPURKURT.NS,510770924.17391205
JAMNAAUTO.NS,49857390884.834404
JARO.NS,9499133084.564026
JASH.NS,25305925945.407715
JAYAGROGN.NS,5876699981.689453
JAYBARMARU.NS,9829100330.352783
JAYKAY.NS,20231947650.171356
JAYNECOIND.NS,82699245318.49014
JAYSREETEA.NS,2409248832.65271
JBCHEPHARM.NS,324938717042.58057
JBMA.NS,148553929949.28662
JETFREIGHT.NS,844548922.4032784
JGCHEM.NS,13930645396.5
JHS.NS,774415065.6116114
JINDALPHOT.NS,11814797363.697021
JINDALPOLY.NS,32456678636.25
JINDALSAW.NS,132029632858.88605
JINDALSTEL.NS,1241233754371.3179
JINDRILL.NS,15906153105.0
JINDWORLD.NS,24450158280.443794
JIOFIN.NS,1511793623501.189
JISLDVREQS.NS,30138329499.973927
JISLJALEQS.NS,23794756867.130283
JITFINFRA.NS,8446050311.25
JKCEMENT.NS,427370696281.0
JKIL.NS,35593053560.5744
JKIPL.NS,2302392262.4282837
JKLAKSHMI.NS,77186797487.25
JKPAPER.NS,64835946766.8512
JKTYRE.NS,122144479769.37964
JLHL.NS,81891961478.0
JMA.NS,1907228009.0
JMFINANCIL.NS,126766919586.2113
JNKINDIA.NS,15946305689.425049
JOCIL.NS,1021243534.5178146
JPASSOCIAT.NS,6121122381.88
JPOLYINVST.NS,11776514571.977783
JPPOWER.NS,120278197185.07587
JSFB.NS,39728424186.10016
JSL.NS,639748840206.3239
JSLL.NS,82908587577.0
JSWCEMENT.NS,168553328683.87646
JSWENERGY.NS,875165715283.9963
JSWHL.NS,147165221520.0
JSWINFRA.NS,552550398608.0142
JSWSTEEL.NS,2947557049776.418
JTEKTINDIA.NS,36635809294.0155
JTLIND.NS,24999991068.205032
JUBLCPL.NS,26212298010.63391
JUBLFOOD.NS,288754374019.1803
JUBLINGREA.NS,102920712783.0
JUBLPHARMA.NS,141204455205.81207
JUNIPER.NS,48781423890.4021
JUSTDIAL.NS,49123447065.0
JWL.NS,111714617076.13815
JYOTHYLAB.NS,81826410158.51985
JYOTICNC.NS,161504517886.8717
JYOTISTRUC.NS,14538778396.936104
KABRAEXTRU.NS,8117105800.0
KAJARIACER.NS,178146056365.0
KAKATCEM.NS,817697765.194519
KALAMANDIR.NS,13993826545.860565
KALPATARU.NS,63133231510.59927
KALYANI.NS,138090000.0
KALYANIFRG.NS,2139144000.0
KALYANKJIL.NS,454942516598.3766
KAMATHOTEL.NS,5039618218.43396
KAMDHENU.NS,6212701578.071594
KAMOPAINTS.NS,1811145015.593791
KANANIIND.NS,334420751.24611855
KANORICHEM.NS,3118829989.5326767
KANPRPLA.NS,4527789021.855835
KANSAINER.NS,154008965625.0208
KAPSTON.NS,8642740256.0
KARMAENG.NS,486033576.0
KARURVYSYA.NS,267995103055.75
KAUSHALYA.NS,282724226.8547363
KAVDEFENCE.NS,3792037228.7216644
KAYA.NS,4107489039.4456177
KAYNES.NS,258420457867.62842
KCP.NS,21095370040.29785
KCPSUGIND.NS,2876491968.409067
KDDL.NS,29272286400.0
KEC.NS,150482856750.48828
KECL.NS,7973303909.282356
KEEPLEARN.NS,302081449.92991686
KEI.NS,421426561550.9912
KELLTONTEC.NS,7891359552.214794
KERNEX.NS,19287501771.915405
KESORAMIND.NS,3100423214.529461
KEYFINSERV.NS,1517745019.885254
KFINTECH.NS,156832989182.69348
KHADIM.NS,1802142401.2887268
KHAICHEM.NS,5603131487.5
KHAITANLTD.NS,545773771.2773743
KHANDSE.NS,225756316.9094324
KICL.NS,20271315520.0
KILITCH.NS,4440927437.811279
KIMS.NS,264531840159.48303
KINGFA.NS,59327946018.0
KIOCL.NS,217666051681.13168
KIRIINDUS.NS,24534218947.5
KIRLOSBROS.NS,132153131310.95569
KIRLOSENG.NS,217341778962.35962
KIRLOSIND.NS,30917364322.0
KIRLPNU.NS,79378908180.0
KITEX.NS,33089145363.610107
KKCL.NS,29764964355.0
KMEW.NS,43598932424.20386
KMSUGAR.NS,2511604570.8094406
KNAGRI.NS,5512010023.7131195
KNRCON.NS,33241928861.740112
KOHINOOR.NS,898222788.9177513
KOKUYOCMLN.NS,8416492728.783508
KOLTEPATIL.NS,29552641325.5
KOPRAN.NS,7465437418.521194
KOTAKBANK.NS,3651487685068.7783
KOTARISUG.NS,2178311965.595072
KOTHARIPET.NS,7257526619.750977
KOTHARIPRO.NS,4041114768.3774033
KPEL.NS,21025246458.83484
KPIGREEN.NS,81849381926.47076
KPIL.NS,201272518546.3484
KPITTECH.NS,195660425713.5
KPRMILL.NS,295802464954.0331
KRBL.NS,74846994684.0
KREBSBIO.NS,1337499601.5
KRIDHANINF.NS,260275141.88298583
KRISHANA.NS,35844551100.0
KRISHIVAL.NS,8252312922.0
KRISHNADEF.NS,13401766534.5
KRITI.NS,4359013184.326172
KRITIKA.NS,1579040354.2900085
KRITINUT.NS,3342734043.214302
KRN.NS,63188398042.50488
KRONOX.NS,4849492686.767578
KROSS.NS,12121320000.065735
KRSNAA.NS,19406435524.0
KRYSTAL.NS,7489664699.043945
KSB.NS,160020362953.5022
KSCL.NS,47631038936.971924
KSHINTL.NS,37482454067.09595
KSHITIJPOL.NS,242081297.26632404
KSL.NS,29111628780.1427
KSOLVES.NS,7334832641.6015625
KSR.NS,653066361.2202187
KTKBANK.NS,90980569074.3855
KUANTUM.NS,7225428830.307465
KWIL.NS,57447508148.49587
LAGNAM.NS,1165977272.2549438
LAKPRE.NS,115043814.61903954
LAL.NS,1326616682.0278058
LALPATHLAB.NS,233729477058.20166
LAMBODHARA.NS,1077373240.0751648
LANCORHOL.NS,1857887162.4343872
LANDMARK.NS,17850443824.86789
LAOPALA.NS,19147500000.0
LASA.NS,379767387.7975788
LATENTVIEW.NS,60111706690.0
LATTEYS.NS,1224661049.934166
LAURUSLABS.NS,586884504540.4816
LAXMICOT.NS,267332193.50652695
LAXMIDENTL.NS,10480732326.994934
LAXMIINDIA.NS,5691448876.848221
LCCINFOTEC.NS,842966750.0
LEMERITE.NS,10657500000.0
LEMONTREE.NS,88869061387.46988
LENSKART.NS,947306883096.376
LEXUS.NS,407448816.48172
LFIC.NS,391589996.3378906
LGBBROSLTD.NS,56033233484.93555
LGEINDIA.NS,1006212211954.7916
LGHL.NS,12065794682.607422
LIBAS.NS,283204235.0
LIBERTSHOE.NS,4442328208.0078125
LICHSGFIN.NS,286445307250.0
LICI.NS,5014458100143.355
LIKHITHA.NS,9085039078.153381
LINC.NS,5945799742.801987
LINCOLN.NS,11537123328.0
LINDEINDIA.NS,620186869656.0
LLOYDSENGG.NS,73289515420.65125
LLOYDSENT.NS,90280281095.56664
LLOYDSME.NS,849459946560.0
LMW.NS,145064457000.0
LODHA.NS,821769137891.4624
LOKESHMACH.NS,5054136749.093567
LORDSCHLO.NS,4277161953.892502
LOTUSDEV.NS,67199510125.0
LOTUSEYE.NS,2276674469.0636826
LOVABLE.NS,1053800491.4854965
LOYALTEX.NS,977497701.0013733
LPDC.NS,1014599752.5
LT.NS,5400731977940.0
LTF.NS,686522979860.4741
LTFOODS.NS,142273106703.0
LTM.NS,1330149949209.288
LTTS.NS,360393689600.0
LUMAXIND.NS,51079211820.0
LUMAXTECH.NS,124033394887.01294
LUPIN.NS,1064770149519.0
LUXIND.NS,39323234393.8219
LXCHEM.NS,35394554607.093544
LYKALABS.NS,2073020456.0
LYPSAGEMS.NS,152986583.80763054
M&M.NS,3864561943731.965
M&MFIN.NS,408784534292.4051
MAANALU.NS,7491955322.666031
MACPOWER.NS,10709453280.0
MADHAV.NS,321869520.4662895
MADHUCON.NS,360119315.6451607
MADRASFERT.NS,10661684083.164215
MAGADSUGAR.NS,6947173590.0
MAGNUM.NS,1484525631.0936928
MAHABANK.NS,530178885119.7063
MAHAPEXLTD.NS,1309521849.216404
MAHASTEEL.NS,15190864143.0
MAHEPC.NS,3211427970.697365
MAHESHWARI.NS,1367686584.902954
MAHLIFE.NS,72654835873.76688
MAHLOG.NS,38875368019.98804
MAHSCOOTER.NS,151509481812.0
MAHSEAMLES.NS,83823230452.86694
MAITHANALL.NS,27577370959.6344
MALLCOM.NS,6830303847.65625
MALUPAPER.NS,571416326.8319893
MAMATA.NS,9461699100.0
MANAKALUCO.NS,1781870854.4989586
MANAKCOAT.NS,11183483869.712067
MANAKSIA.NS,3638450485.9991074
MANAKSTEEL.NS,3693499097.99881
MANALIPETC.NS,9684473284.789413
MANAPPURAM.NS,249910358470.59485
MANBA.NS,5461023713.681488
MANCREDIT.NS,3737217386.3917847
MANGALAM.NS,487657809.2599983
MANGLMCEM.NS,23966209329.320435
MANINDS.NS,33649294008.42209
MANINFRA.NS,37718599212.71393
MANKIND.NS,860747063880.0
MANOMAY.NS,3909244537.505417
MANORAMA.NS,76791138975.27222
MANORG.NS,3648927712.5
MANUGRAPH.NS,402997667.24119186
MANYAVAR.NS,99242366886.33026
MAPMYINDIA.NS,51438365100.0
MARALOVER.NS,1785259010.3302002
MARATHON.NS,30811189522.0
MARICO.NS,984906239284.8148
MARINE.NS,25527447354.50267
MARKOLINES.NS,3316266970.57251
MARKSANS.NS,80277954838.008
MARUTI.NS,4129049004342.0
MASFIN.NS,56123527291.09296
MASKINVEST.NS,407344751.76239014
MASTEK.NS,49211376227.229004
MASTERTR.NS,8971556917.541504
MATRIMONY.NS,8821047537.75
MAWANASUG.NS,3871862790.167885
MAXESTATES.NS,61032360439.17822
MAXHEALTH.NS,931247928923.3826
MAXIND.NS,8130013456.34848
MAYURUNIQ.NS,24921711662.90326
MAZDA.NS,4034036188.88855
MAZDOCK.NS,986627102607.4219
MBAPL.NS,46026050235.0
MBEL.NS,17586220829.79904
MBLINFRA.NS,4073712116.666794
MCL.NS,1727096392.9916382
MCLEODRUSS.NS,4823874506.249496
MCLOUD.NS,15439630392.662636
MCX.NS,691922029928.8916
MEDANTA.NS,286283062759.73584
MEDIASSIST.NS,26378162005.090393
MEDICAMEQ.NS,3344047633.2876587
MEDICO.NS,3194884000.0
MEDPLUS.NS,103386567642.49841
MEESHO.NS,734265222217.9058
MEGASTAR.NS,3172965152.862549
MEIL.NS,7095692076.983643
MENONBE.NS,6663156085.510254
MEP.NS,161432524.88526106
METROBRAND.NS,282182449091.90454
METROPOLIS.NS,96552544088.45654
MFML.NS,244372530.18078804
MFSL.NS,563201194184.3455
MGEL.NS,4093080577.143097
MGL.NS,105889779088.0
MHLXMIRU.NS,1742063924.0
MHRIL.NS,52300243795.06012
MICEL.NS,9382580104.350891
MIDHANI.NS,62164081534.1369
MIDWESTLTD.NS,47555089553.86755
MINDACORP.NS,119834006399.121
MINDTECK.NS,5899668492.955414
MIRCELECTR.NS,11492149206.761639
MIRZAINT.NS,4455629487.9673
MITCON.NS,1203995851.2227325
MITTAL.NS,421705730.9582904
MKPL.NS,1980442884.0
MMFL.NS,21398405709.375
MMP.NS,5994762781.410721
MMTC.NS,88353779556.78897
MOBIKWIK.NS,14895765330.134308
MODINATUR.NS,4972600721.331604
MODIRUBBER.NS,3013467100.074402
MODIS.NS,5844054720.849609
MODISONLTD.NS,4605628262.329102
MODTHREAD.NS,1651820100.0
MOHITIND.NS,329163618.75
MOIL.NS,62113860657.75
MOKSH.NS,925426112.373848
MOL.NS,12607734824.916103
MOLDTECH.NS,3607841029.5
MOLDTKPAC.NS,17822327212.647217
MONARCH.NS,23384159710.0
MONEYBOXX.NS,5031847263.824463
MONTECARLO.NS,11185984878.123047
MORARJEE.NS,272295182.0773101
MOREPENLAB.NS,21907188675.166702
MOSCHIP.NS,33879786567.149628
MOTHERSON.NS,1258271542832.524
MOTILALOFS.NS,458954131073.6456
MOTISONS.NS,13672568162.942495
MOTOGENFIN.NS,881020340.4231834
MPHASIS.NS,443985033878.9336
MPSLTD.NS,30630294047.007324
MRF.NS,573614590750.0
MRPL.NS,301345428214.5
MSPL.NS,19696183413.75
MSTCLTD.NS,29859681314.965973
MSUMI.NS,258701119509.9557
MTARTECH.NS,133322006328.5
MTEDUCARE.NS,115111359.6686039
MTNL.NS,18585000000.0
MUFIN.NS,21676861162.819885
MUFTI.NS,5097560851.383095
MUKANDLTD.NS,19037967678.694855
MUKKA.NS,6737999725.341797
MUKTAARTS.NS,1113190238.3911743
MUNJALAU.NS,7915993801.7070465
MUNJALSHOW.NS,4837795163.383484
MURUDCERA.NS,1903543006.7346573
MUTHOOTCAP.NS,3264342093.057556
MUTHOOTFIN.NS,1426258043483.62
MUTHOOTMF.NS,28881874040.3833
MVGJL.NS,8336792666.027664
MWL.NS,7887013618.142944
NACLIND.NS,38857093179.920044
NAGAFERT.NS,2475989032.5697074
NAGREEKCAP.NS,325972483.58958435
NAGREEKEXP.NS,728420000.8111
NAHARCAP.NS,3935349245.0
NAHARINDUS.NS,4618034506.435303
NAHARPOLY.NS,6387511498.125977
NAHARSPING.NS,8653869344.78743
NAM-INDIA.NS,591469732271.4038
NARMADA.NS,1354953140.942665
NATCAPSUQ.NS,1606415311.2837067
NATCOPHARM.NS,194119285851.59912
NATHBIOGEN.NS,3064659192.1522675
NATIONALUM.NS,765349315402.5
NAUKRI.NS,644910358560.0
NAVA.NS,173295824449.38916
NAVINFLUOR.NS,318745768410.0
NAVKARCORP.NS,14195463592.63153
NAVKARURB.NS,937584660.1617949
NAVNETEDUL.NS,30108084454.051666
NAZARA.NS,92986721024.0
NBCC.NS,239138999176.0254
NBIFIN.NS,5431014300.0
NCC.NS,95407571879.71861
NCLIND.NS,8268660177.5
NDGL.NS,2478500000.0
NDL.NS,3673749328.32582
NDLVENTURE.NS,4105243970.6654205
NDRAUTO.NS,17435795498.40332
NDTV.NS,8666066314.129028
NECCLTD.NS,1565865093.8319397
NECLIFE.NS,2342787379.715147
NELCAST.NS,10744056862.12326
NELCO.NS,14448312939.469482
NEOGEN.NS,36559725117.367676
NEPHROPLUS.NS,57891578474.96228
NESCO.NS,80457976455.5
NESTLEIND.NS,2369705514925.9863
NETWEB.NS,188188970535.0
NETWORK18.NS,52620695058.81976
NEUEON.NS,1000838631.2400703
NEULANDLAB.NS,191177667738.0
NEWGEN.NS,61827108625.94742
NEXTMEDIA.NS,292417569.5
NFL.NS,36548090800.0
NGIL.NS,544610597.423233
NGLFINE.NS,14174608777.062012
NH.NS,359141448147.48413
NHPC.NS,778188858605.3553
NIACL.NS,248304156982.42188
NIBE.NS,14277880114.022827
NIBL.NS,714149897.2864838
NIITLTD.NS,9073611319.78592
NIITMTS.NS,42933408720.0
NILAINFRA.NS,3328363664.8715973
NILASPACES.NS,5403073083.653013
NILKAMAL.NS,19046257376.06543
NINSYS.NS,7484270286.621094
NIPPOBATRY.NS,2550331728.0
NIRAJ.NS,1696513147.3543167
NIRAJISPAT.NS,116400000.0
NITCO.NS,19956012395.89657
NITINSPIN.NS,22319340000.0
NITIRAJ.NS,2101455000.0
NIVABUPA.NS,136101591275.00027
NKIND.NS,426583284.5
NLCINDIA.NS,373767881029.2336
NMDC.NS,751524593773.0277
NOCIL.NS,28577966542.43927
NOIDATOLL.NS,703587609.2203531
NORBTEAEXP.NS,1291559212.0758057
NORTHARC.NS,38081428661.0858
NOVAAGRI.NS,2544860182.9878006
NPST.NS,25455515543.450928
NRAIL.NS,7665402536.123657
NRBBEARING.NS,25131583263.25
NRL.NS,3534951236.358185
NSIL.NS,28578587577.066895
NSLNISP.NS,122585632469.32796
NTPC.NS,3730792295056.5
NTPCGREEN.NS,879034708602.8883
NUCLEUS.NS,21145802044.5
NURECA.NS,2577510306.956299
NUVAMA.NS,235317326371.80945
NUVOCO.NS,109440442762.3747
NYKAA.NS,740767709409.1973
OAL.NS,9361415687.81128
OBCL.NS,1180425447.486763
OBEROIRLTY.NS,604870122038.3723
OCCLLTD.NS,4680357949.563293
ODIGMA.NS,859919966.6544914
OFSS.NS,625815824070.0
OIL.NS,781047728640.0
OILCOUNTUB.NS,2319305759.8109818
OLAELEC.NS,161035064600.7324
OLECTRA.NS,100179539508.5
OMAXAUTO.NS,2293994156.176651
OMAXE.NS,14043103237.93274
OMFREIGHT.NS,2652614453.2937775
OMINFRAL.NS,8793500564.673279
OMKARCHEM.NS,86427612.87505722
OMNI.NS,44013973986.988495
ONECAP-RE.NS,
ONELIFECAP.NS,
ONEPOINT.NS,
ONESOURCE.NS,
ONGC.NS,
ONMOBILE.NS,
ONWARDTEC.NS,
OPTIEMUS.NS,
ORBTEXP.NS,
ORCHASP.NS,
ORCHPHARMA.NS,
ORICONENT.NS,
ORIENTALTL.NS,
ORIENTBELL.NS,
ORIENTCEM.NS,
ORIENTCER.NS,
ORIENTELEC.NS,
ORIENTHOT.NS,
ORIENTLTD.NS,
ORIENTPPR.NS,
ORIENTTECH.NS,
ORISSAMINE.NS,
ORKLAINDIA.NS,
ORTEL.NS,
ORTINGLOBE.NS,
OSIAHYPER.NS,
OSWALAGRO.NS,
OSWALGREEN.NS,
OSWALPUMPS.NS,
OSWALSEEDS.NS,
PACEDIGITK.NS,
PAGEIND.NS,
PAISALO.NS,
PAKKA.NS,
PALASHSECU.NS,
PALREDTEC.NS,
PANACEABIO.NS,
PANACHE.NS,
PANAMAPET.NS,
PANSARI.NS,
PAR.NS,
PARACABLES.NS,
PARADEEP.NS,
PARAGMILK.NS,
PARAS.NS,
PARASPETRO.NS,
PARKHOSPS.NS,
PARKHOTELS.NS,
PARSVNATH.NS,
PASHUPATI.NS,
PASUPTAC.NS,
PATANJALI.NS,
PATELENG.NS,
PATELRMART.NS,
PATINTLOG.NS,
PAUSHAKLTD.NS,
PAVNAIND.NS,
PAYTM.NS,
PCBL.NS,
PCJEWELLER.NS,
PDMJEPAPER.NS,
PDSL.NS,
PEARLPOLY.NS,
PENIND.NS,
PENINLAND.NS,
PERSISTENT.NS,
PETRONET.NS,
PFC.NS,
PFIZER.NS,
PFOCUS.NS,
PFS.NS,
PGEL.NS,
PGHH.NS,
PGHL.NS,
PGIL.NS,
PHOENIXLTD.NS,
PICCADIL.NS,
PIDILITIND.NS,
PIGL.NS,
PIIND.NS,
PILANIINVS.NS,
PILITA.NS,
PINELABS.NS,
PIONEEREMB.NS,
PIRAMALFIN.NS,
PITTIENG.NS,
PIXTRANS.NS,
PKTEA.NS,
PLASTIBLEN.NS,
PLATIND.NS,
PLAZACABLE.NS,
PNB.NS,
PNBGILTS.NS,
PNBHOUSING.NS,
PNC.NS,
PNCINFRA.NS,
PNGJL.NS,
PNGSREVA.NS,
POCL.NS,
PODDARMENT.NS,
POKARNA.NS,
POLICYBZR.NS,
POLYCAB.NS,
POLYMED.NS,
POLYPLEX.NS,
PONNIERODE.NS,
POONAWALLA.NS,
POWERGRID.NS,
POWERINDIA.NS,
POWERMECH.NS,
PPAP.NS,
PPL.NS,
PPLPHARMA.NS,
PRABHA.NS,
PRAENG.NS,
PRAJIND.NS,
PRAKASH.NS,
PRAKASHSTL.NS,
PRAXIS.NS,
PRECAM.NS,
PRECOT.NS,
PRECWIRE.NS,
PREMEXPLN.NS,
PREMIER.NS,
PREMIERENE.NS,
PREMIERPOL.NS,
PRESTIGE.NS,
PRICOLLTD.NS,
PRIMESECU.NS,
PRIMO.NS,
PRINCEPIPE.NS,
PRITI.NS,
PRITIKAUTO.NS,
PRIVISCL.NS,
PROSTARM.NS,
PROTEAN.NS,
PROZONER.NS,
PRSMJOHNSN.NS,
PRUDENT.NS,
PRUDMOULI.NS,
PSB.NS,
PSPPROJECT.NS,
PTC.NS,
PTCIL.NS,
PTL.NS,
PUNJABCHEM.NS,
PURVA.NS,
PVP.NS,
PVRINOX.NS,
PVSL.NS,
PWL.NS,
PYRAMID.NS,
QPOWER.NS,
QUADFUTURE.NS,
QUESS.NS,
QUICKHEAL.NS,
RACE.NS,
RACLGEAR.NS,
RADAAN.NS,
RADHIKAJWE.NS,
RADIANTCMS.NS,
RADICO.NS,
RADIOCITY.NS,
RAILTEL.NS,
RAIN.NS,
RAINBOW.NS,
RAJESHEXPO.NS,
RAJMET.NS,
RAJOOENG.NS,
RAJRATAN.NS,
RAJRILTD.NS,
RAJSREESUG.NS,
RAJTV.NS,
RALLIS.NS,
RAMANEWS.NS,
RAMAPHO.NS,
RAMASTEEL.NS,
RAMCOCEM.NS,
RAMCOIND.NS,
RAMCOSYS.NS,
RAMKY.NS,
RAMRAT.NS,
RANASUG.NS,
RANEHOLDIN.NS,
RATEGAIN.NS,
RATNAMANI.NS,
RATNAVEER.NS,
RAYMOND.NS,
RAYMONDLSL.NS,
RAYMONDREL.NS,
RBA.NS,
RBLBANK.NS,
RBZJEWEL.NS,
RCF.NS,
RCOM.NS,
RECLTD.NS,
REDINGTON.NS,
REDTAPE.NS,
REFEX.NS,
REGAAL.NS,
REGENCERAM.NS,
RELAXO.NS,
